X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111,0.2141111111111111
0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977,0.21049999999999977
0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055,0.2055
0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983,0.20159999999999983
0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978,0.19149999999999978
0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864
0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887,0.1887
0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187
0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999,0.18409999999999999
0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866,0.1866
0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187
0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868,0.1868
0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857,0.1857
0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637,0.18436363636363637
0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835,0.1835
0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004,0.18210000000000004
0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819,0.1819
0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998,0.18239999999999998
0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844,0.1844
0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992,0.18599999999999992
0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187
